ID,ROW_ID,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,STORAGE_LOCATION,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,MATERIAL_CODE,MATERIAL_SIZE,MATERIAL_LABEL,INVENTORY_OPENING_BALANCE,UNIT
.1~839,839,02,19,02/19,8,39,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~817,817,02,18,02/18,8,38,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,425,ST
.1~751,751,02,15,02/15,7,35,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,11386,ST
.1~707,707,02,13,02/13,7,33,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,15571,ST
.1~641,641,02,10,02/10,6,30,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~663,663,02,11,02/11,7,31,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~355,355,01,17,01/17,4,17,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~333,333,01,16,01/16,4,16,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~685,685,02,12,02/12,7,32,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,10827,ST
.1~267,267,01,13,01/13,3,13,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~201,201,01,10,01/10,2,10,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~179,179,01,09,01/09,2,9,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~289,289,01,14,01/14,3,14,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~135,135,01,07,01/07,2,7,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~69,69,01,04,01/04,1,4,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~421,421,01,20,01/20,4,20,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,26569,ST
.1~575,575,02,07,02/07,6,27,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~883,883,03,01,03/01,9,41,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~553,553,02,06,02/06,6,26,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,3597,ST
.1~443,443,02,01,02/01,5,21,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,24538,ST
.1~47,47,01,03,01/03,1,3,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~905,905,03,02,03/02,9,42,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~531,531,02,05,02/05,5,25,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,8443,ST
.1~399,399,01,19,01/19,4,19,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,24163,ST
.1~465,465,02,02,02/02,5,22,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,21954,ST
.1~91,91,01,05,01/05,1,5,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~25,25,01,02,01/02,1,2,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~597,597,02,08,02/08,6,28,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~377,377,01,18,01/18,4,18,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~3,3,01,01,01/01,1,1,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~487,487,02,03,02/03,5,23,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,18927,ST
.1~861,861,02,20,02/20,8,40,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~509,509,02,04,02/04,5,24,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,14096,ST
.1~927,927,03,03,03/03,9,43,02,AA-F03,500g Strawberry Muesli,Finished Product,F03,500g,Strawberry Muesli,0,ST
.1~612,612,02,08,02/08,6,28,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,7050.000,KG
.1~348,348,01,16,01/16,4,16,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,23400.000,KG
.1~942,942,03,03,03/03,9,43,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,7200.000,KG
.1~370,370,01,17,01/17,4,17,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,30450.000,KG
.1~216,216,01,10,01/10,2,10,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,6000.000,KG
.1~590,590,02,07,02/07,6,27,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,12000.500,KG
.1~766,766,02,15,02/15,7,35,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,12000.000,KG
.1~546,546,02,05,02/05,5,25,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,16050.000,KG
.1~920,920,03,02,03/02,9,42,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,7200.000,KG
.1~194,194,01,09,01/09,2,9,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,6000.000,KG
.1~392,392,01,18,01/18,4,18,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,30450.000,KG
.1~172,172,01,08,01/08,2,8,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,6750.100,KG
.1~854,854,02,19,02/19,8,39,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,11100.700,KG
.1~568,568,02,06,02/06,6,26,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,14500.500,KG
.1~414,414,01,19,01/19,4,19,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,30450.000,KG
.1~128,128,01,06,01/06,2,6,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,9000.000,KG
.1~898,898,03,01,03/01,9,41,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,7200.000,KG
.1~436,436,01,20,01/20,4,20,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,30450.000,KG
.1~788,788,02,16,02/16,8,36,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,12000.000,KG
.1~40,40,01,02,01/02,1,2,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,0.000,KG
.1~502,502,02,03,02/03,5,23,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,23901.300,KG
.1~260,260,01,12,01/12,3,12,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,29400.000,KG
.1~700,700,02,12,02/12,7,32,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,1050.000,KG
.1~282,282,01,13,01/13,3,13,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,27775.350,KG
.1~480,480,02,02,02/02,5,22,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,30450.000,KG
.1~678,678,02,11,02/11,7,31,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,2550.900,KG
.1~304,304,01,14,01/14,3,14,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,24816.800,KG
.1~722,722,02,13,02/13,7,33,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,1050.000,KG
.1~84,84,01,04,01/04,1,4,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,12000.000,KG
.1~62,62,01,03,01/03,1,3,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,12000.000,KG
.1~524,524,02,04,02/04,5,24,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,16401.300,KG
.1~810,810,02,17,02/17,8,37,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,12000.000,KG
.1~238,238,01,11,01/11,3,11,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,6000.000,KG
.1~18,18,01,01,01/01,1,1,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,0.000,KG
.1~634,634,02,09,02/09,6,29,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,7050.000,KG
.1~656,656,02,10,02/10,6,30,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,6300.900,KG
.1~832,832,02,18,02/18,8,38,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,12000.000,KG
.1~876,876,02,20,02/20,8,40,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,8600.700,KG
.1~106,106,01,05,01/05,1,5,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,13250.100,KG
.1~326,326,01,15,01/15,3,15,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,23566.800,KG
.1~458,458,02,01,02/01,5,21,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,30450.000,KG
.1~150,150,01,07,01/07,2,7,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,9000.000,KG
.1~744,744,02,14,02/14,7,34,88,AA-R02,Blueberries,Raw materials,R02,"",Blueberries,13050.000,KG
